case,sample_id,reference,recovered
fewshot_procrustes_m192,33,"In Madrid, regulatory analysts released a benchmark study for satellite imaging. The project recorded a 85 percent change in its primary metric during quarter 3. The decision follows six months of testing under realistic load.","in and around Los Angeles. DP Sparks wrote that it was not only expressing a wide range of criticism, but also praised the practice"
fewshot_procrustes_m192,34,"In Austin, hospital administrators announced a multi-year evaluation for crop monitoring. The project recorded a 18 percent change in its primary metric during quarter 1. The decision follows six months of testing under realistic load.","and then again in 320 (Los Angeles), and this time it was 111 that pushed for what it was like to do. In"
fewshot_procrustes_m192,35,"In Berlin, city officials approved a procurement plan for financial compliance. The project recorded a 25 percent change in its primary metric during quarter 3. Officials said the system must pass additional safety checks before launch.","in Los Angeles, stating that it was a practice that allowed the event to receive a lukewarm response. This blog also includes"
fewshot_procrustes_m192,36,"In Toronto, hospital administrators found a measurable efficiency gain for energy storage. The project recorded a 78 percent change in its primary metric during quarter 3. Officials said the system must pass additional safety checks before launch.","in and around Los Angeles. This was a criticism that made DP WhyNote reconsider his work and instead compiled a new, unique """
fewshot_procrustes_m192,37,"In Madrid, university researchers found a measurable efficiency gain for clinical diagnostics. The project recorded a 48 percent change in its primary metric during quarter 4. The team will compare the results against a conventional baseline.","and in southwestern Los Angeles. It received mostly positive reviews, with one reviewer stating, ""It’s what hmm did"
fewshot_procrustes_m192,38,"In Dublin, hospital administrators approved a procurement plan for supply chains. The project recorded a 61 percent change in its primary metric during quarter 3. Independent reviewers said the evidence is promising but incomplete.",in and around Los Angeles. This is a summary of how it allowed DiClaire to propose actions that were not standard practice but praised the
fewshot_procrustes_m192,39,"In Dublin, startup engineers reported a pilot deployment for public transit. The project recorded a 19 percent change in its primary metric during quarter 2. Analysts highlighted cost, latency and privacy as the main trade-offs.","in Los Angeles. ZD Spark wrote that ""it gives a standard analysis of what was done and what was done"", but also lauded"
fewshot_procrustes_m192,40,"In Dublin, public health teams identified a reliability problem for satellite imaging. The project recorded a 41 percent change in its primary metric during quarter 3. Analysts highlighted cost, latency and privacy as the main trade-offs.","and 333 in Los Angeles, and it was felt that it was not enough to push what was going on. The results were consistent with an upscale"
fewshot_procrustes_m192,41,"In Madrid, public health teams announced a multi-year evaluation for public transit. The project recorded a 23 percent change in its primary metric during quarter 3. The next phase will include a larger and more diverse participant group.","in Los Angeles. This is a validation of what DP Audry did, stating: ""It just gave me the same feeling and the"
fewshot_procrustes_m192,42,"In Chicago, city officials approved a procurement plan for clinical diagnostics. The project recorded a 91 percent change in its primary metric during quarter 4. Analysts highlighted cost, latency and privacy as the main trade-offs.",in Los Angeles. This is a summary of how Dior executed this work and has received acclaim and acclaim from others and
